-40.005886	-2.670521E-6
-39.507698	-2.653809E-6
-39.005527	-2.626463E-6
-38.506744	-2.618866E-6
-38.008144	-2.619880E-6
-37.506218	-2.584427E-6
-37.007710	-2.562144E-6
-36.505535	-2.543913E-6
-36.006710	-2.512517E-6
-35.504593	-2.522643E-6
-35.005970	-2.476052E-6
-34.503990	-2.448199E-6
-34.005333	-2.433513E-6
-33.503357	-2.420852E-6
-33.004879	-2.397555E-6
-32.506157	-2.360081E-6
-32.004311	-2.338303E-6
-31.505772	-2.315514E-6
-31.003817	-2.295764E-6
-30.504974	-2.296776E-6
-30.002760	-2.255754E-6
-29.504108	-2.232459E-6
-29.002024	-2.194983E-6
-28.503450	-2.170169E-6
-28.001265	-2.194984E-6
-27.502436	-2.143833E-6
-27.003740	-2.089141E-6
-26.501705	-2.059261E-6
-26.003241	-2.037990E-6
-25.501574	-2.000515E-6
-25.003149	-1.984309E-6
-24.501423	-1.952404E-6
-24.003061	-1.930627E-6
-23.501543	-1.900747E-6
-23.003082	-1.872388E-6
-22.504728	-1.846054E-6
-22.002798	-1.820732E-6
-21.504393	-1.782243E-6
-21.003006	-1.767557E-6
-20.504541	-1.747807E-6
-20.003050	-1.709317E-6
-19.504820	-1.683996E-6
-19.003103	-1.665257E-6
-18.504780	-1.629302E-6
-18.003134	-1.597904E-6
-17.505039	-1.568025E-6
-17.006620	-1.543209E-6
-16.504637	-1.512824E-6
-16.006290	-1.481931E-6
-15.504566	-1.459648E-6
-15.006310	-1.434833E-6
-14.504705	-1.403941E-6
-14.006104	-1.375581E-6
-13.504363	-1.349753E-6
-13.005963	-1.321393E-6
-12.504497	-1.294552E-6
-12.005955	-1.270242E-6
-11.507214	-1.237326E-6
-11.004789	-1.197824E-6
-10.506216	-1.177567E-6
-10.004103	-1.147181E-6
-9.505439	-1.116290E-6
-9.003615	-1.096538E-6
-8.504460	-1.061595E-6
-8.002530	-1.037793E-6
-7.503985	-1.009939E-6
-7.005247	-9.881624E-7
-6.503121	-9.522064E-7
-6.004245	-9.203013E-7
-5.502615	-8.954861E-7
-5.003968	-8.666200E-7
-4.501955	-8.412985E-7
-4.003443	-8.169897E-7
-3.501413	-7.891363E-7
-3.002377	-7.633084E-7
-2.500242	-7.248198E-7
-2.001602	-7.020305E-7
-1.502960	-6.741766E-7
-1.000715	-6.432846E-7
-0.502196	-6.118860E-7
0.000232	-5.926418E-7
0.495469	-5.612432E-7
0.994226	-5.318703E-7
1.496528	-5.075617E-7
1.995010	-4.792017E-7
2.493767	-4.594509E-7
2.995757	-4.229898E-7
3.494616	-4.012147E-7
3.996466	-3.784270E-7
4.495469	-3.490560E-7
4.997425	-3.196850E-7
5.496048	-2.857562E-7
5.997979	-2.589174E-7
6.496040	-2.229632E-7
6.998339	-1.996690E-7
7.497110	-1.576380E-7
7.995642	-1.232031E-7
8.497745	-8.522323E-8
8.996288	-5.028187E-8
9.498439	-6.225378E-9
9.997270	3.934997E-8
10.499257	8.441924E-8
10.997916	1.391097E-7
11.499849	2.029160E-7
11.998516	2.687475E-7
12.497294	3.386296E-7
12.998883	4.166150E-7
13.497489	5.118183E-7
13.999074	6.049947E-7
14.497341	6.976649E-7
14.999312	8.065405E-7
15.497515	9.063007E-7
15.999238	1.026823E-6
16.497438	1.143799E-6
16.999151	1.281034E-6
17.497629	1.415736E-6
17.996058	1.566136E-6
18.497715	1.714509E-6
18.996071	1.876049E-6
19.497679	2.046705E-6
19.995327	2.227489E-6
20.497253	2.411818E-6
20.995665	2.600197E-6
21.497070	2.795159E-6
21.995388	3.000249E-6
22.493673	3.200782E-6
22.995300	3.422077E-6
23.494169	3.644388E-6
23.995497	3.876820E-6
24.493891	4.109256E-6
24.995396	4.354861E-6
25.493534	4.597421E-6
25.995281	4.852136E-6
26.493805	5.104830E-6
26.992685	5.368157E-6
27.494507	5.627426E-6
27.993130	5.898853E-6
28.495066	6.178893E-6
28.994057	6.448298E-6
29.496197	6.730368E-6
29.994728	7.010909E-6
30.496828	7.300064E-6
30.995346	7.580601E-6
31.497564	7.879385E-6
31.996181	8.158916E-6
32.494930	8.456169E-6
32.996597	8.752404E-6
33.494793	9.052700E-6
33.996754	9.361093E-6
34.495945	9.667980E-6
34.997616	9.977884E-6
35.496300	1.029995E-5
35.998276	1.062253E-5
36.496632	1.095370E-5
36.995983	1.129705E-5
37.497993	1.164900E-5
37.996605	1.200196E-5
38.498425	1.238226E-5
38.997150	1.276561E-5
39.499199	1.316160E-5
